mechanism_id,unit_id,predicted,actual
contradiction_detector,contradiction_detector-0,1.0,1.0
contradiction_detector,contradiction_detector-1,0.0,1.0
contradiction_detector,contradiction_detector-2,1.0,1.0
contradiction_detector,contradiction_detector-3,1.0,1.0
contradiction_detector,contradiction_detector-4,1.0,1.0
contradiction_detector,contradiction_detector-5,1.0,1.0
contradiction_detector,contradiction_detector-6,1.0,1.0
contradiction_detector,contradiction_detector-7,1.0,1.0
contradiction_detector,contradiction_detector-8,0.0,0.0
contradiction_detector,contradiction_detector-9,0.0,1.0
contradiction_detector,contradiction_detector-10,0.0,1.0
contradiction_detector,contradiction_detector-11,0.0,1.0
contradiction_detector,contradiction_detector-12,1.0,1.0
contradiction_detector,contradiction_detector-13,1.0,1.0
contradiction_detector,contradiction_detector-14,1.0,1.0
contradiction_detector,contradiction_detector-15,0.0,1.0
contradiction_detector,contradiction_detector-16,1.0,1.0
contradiction_detector,contradiction_detector-17,1.0,1.0
contradiction_detector,contradiction_detector-18,0.0,1.0
contradiction_detector,contradiction_detector-19,1.0,1.0
contradiction_detector,contradiction_detector-20,1.0,1.0
contradiction_detector,contradiction_detector-21,0.0,1.0
contradiction_detector,contradiction_detector-22,1.0,1.0
contradiction_detector,contradiction_detector-23,1.0,1.0
contradiction_detector,contradiction_detector-24,0.0,1.0
contradiction_detector,contradiction_detector-25,0.0,1.0
contradiction_detector,contradiction_detector-26,1.0,1.0
contradiction_detector,contradiction_detector-27,1.0,1.0
contradiction_detector,contradiction_detector-28,1.0,1.0
contradiction_detector,contradiction_detector-29,0.0,1.0
contradiction_detector,contradiction_detector-30,0.0,1.0
contradiction_detector,contradiction_detector-31,0.0,1.0
contradiction_detector,contradiction_detector-32,0.0,1.0
contradiction_detector,contradiction_detector-33,0.0,0.0
contradiction_detector,contradiction_detector-34,1.0,1.0
contradiction_detector,contradiction_detector-35,1.0,1.0
contradiction_detector,contradiction_detector-36,0.0,0.0
contradiction_detector,contradiction_detector-37,0.0,1.0
contradiction_detector,contradiction_detector-38,1.0,1.0
contradiction_detector,contradiction_detector-39,1.0,1.0
contradiction_detector,contradiction_detector-40,1.0,1.0
contradiction_detector,contradiction_detector-41,1.0,1.0
contradiction_detector,contradiction_detector-42,1.0,1.0
contradiction_detector,contradiction_detector-43,1.0,1.0
contradiction_detector,contradiction_detector-44,1.0,1.0
contradiction_detector,contradiction_detector-45,1.0,1.0
contradiction_detector,contradiction_detector-46,0.0,1.0
contradiction_detector,contradiction_detector-47,1.0,1.0
contradiction_detector,contradiction_detector-48,1.0,1.0
contradiction_detector,contradiction_detector-49,0.0,1.0
contradiction_detector,contradiction_detector-50,1.0,1.0
contradiction_detector,contradiction_detector-51,1.0,1.0
contradiction_detector,contradiction_detector-52,0.0,1.0
contradiction_detector,contradiction_detector-53,1.0,1.0
contradiction_detector,contradiction_detector-54,1.0,1.0
contradiction_detector,contradiction_detector-55,0.0,1.0
contradiction_detector,contradiction_detector-56,1.0,1.0
contradiction_detector,contradiction_detector-57,0.0,1.0
contradiction_detector,contradiction_detector-58,0.0,1.0
contradiction_detector,contradiction_detector-59,0.0,1.0
contradiction_detector,contradiction_detector-60,1.0,1.0
contradiction_detector,contradiction_detector-61,1.0,1.0
contradiction_detector,contradiction_detector-62,1.0,1.0
contradiction_detector,contradiction_detector-63,1.0,1.0
contradiction_detector,contradiction_detector-64,1.0,1.0
contradiction_detector,contradiction_detector-65,1.0,1.0
contradiction_detector,contradiction_detector-66,1.0,1.0
contradiction_detector,contradiction_detector-67,1.0,1.0
contradiction_detector,contradiction_detector-68,0.0,1.0
contradiction_detector,contradiction_detector-69,1.0,1.0
source_backed_alert,source_backed_alert-0,1.0,1.0
source_backed_alert,source_backed_alert-1,0.0,0.0
source_backed_alert,source_backed_alert-2,1.0,1.0
source_backed_alert,source_backed_alert-3,1.0,1.0
source_backed_alert,source_backed_alert-4,1.0,1.0
source_backed_alert,source_backed_alert-5,0.0,1.0
source_backed_alert,source_backed_alert-6,1.0,0.0
source_backed_alert,source_backed_alert-7,1.0,1.0
source_backed_alert,source_backed_alert-8,1.0,1.0
source_backed_alert,source_backed_alert-9,1.0,0.0
source_backed_alert,source_backed_alert-10,0.0,1.0
source_backed_alert,source_backed_alert-11,1.0,1.0
source_backed_alert,source_backed_alert-12,1.0,0.0
source_backed_alert,source_backed_alert-13,1.0,0.0
source_backed_alert,source_backed_alert-14,1.0,1.0
source_backed_alert,source_backed_alert-15,0.0,0.0
source_backed_alert,source_backed_alert-16,0.0,0.0
source_backed_alert,source_backed_alert-17,0.0,0.0
source_backed_alert,source_backed_alert-18,1.0,1.0
source_backed_alert,source_backed_alert-19,1.0,1.0
source_backed_alert,source_backed_alert-20,1.0,1.0
source_backed_alert,source_backed_alert-21,1.0,1.0
source_backed_alert,source_backed_alert-22,0.0,1.0
source_backed_alert,source_backed_alert-23,0.0,0.0
source_backed_alert,source_backed_alert-24,0.0,1.0
source_backed_alert,source_backed_alert-25,1.0,1.0
source_backed_alert,source_backed_alert-26,1.0,1.0
source_backed_alert,source_backed_alert-27,0.0,0.0
source_backed_alert,source_backed_alert-28,0.0,1.0
source_backed_alert,source_backed_alert-29,0.0,0.0
source_backed_alert,source_backed_alert-30,1.0,1.0
source_backed_alert,source_backed_alert-31,0.0,0.0
source_backed_alert,source_backed_alert-32,0.0,1.0
source_backed_alert,source_backed_alert-33,1.0,0.0
source_backed_alert,source_backed_alert-34,1.0,0.0
source_backed_alert,source_backed_alert-35,0.0,1.0
source_backed_alert,source_backed_alert-36,1.0,0.0
source_backed_alert,source_backed_alert-37,0.0,1.0
source_backed_alert,source_backed_alert-38,1.0,1.0
source_backed_alert,source_backed_alert-39,0.0,0.0
source_backed_alert,source_backed_alert-40,1.0,0.0
source_backed_alert,source_backed_alert-41,0.0,1.0
source_backed_alert,source_backed_alert-42,1.0,1.0
source_backed_alert,source_backed_alert-43,1.0,1.0
source_backed_alert,source_backed_alert-44,0.0,1.0
source_backed_alert,source_backed_alert-45,1.0,0.0
source_backed_alert,source_backed_alert-46,1.0,0.0
source_backed_alert,source_backed_alert-47,0.0,1.0
source_backed_alert,source_backed_alert-48,1.0,1.0
source_backed_alert,source_backed_alert-49,1.0,1.0
source_backed_alert,source_backed_alert-50,1.0,1.0
source_backed_alert,source_backed_alert-51,1.0,0.0
source_backed_alert,source_backed_alert-52,1.0,1.0
source_backed_alert,source_backed_alert-53,0.0,0.0
source_backed_alert,source_backed_alert-54,1.0,0.0
source_backed_alert,source_backed_alert-55,1.0,1.0
source_backed_alert,source_backed_alert-56,1.0,1.0
source_backed_alert,source_backed_alert-57,1.0,1.0
source_backed_alert,source_backed_alert-58,1.0,0.0
source_backed_alert,source_backed_alert-59,1.0,1.0
source_backed_alert,source_backed_alert-60,0.0,1.0
source_backed_alert,source_backed_alert-61,1.0,1.0
source_backed_alert,source_backed_alert-62,0.0,0.0
source_backed_alert,source_backed_alert-63,1.0,1.0
source_backed_alert,source_backed_alert-64,1.0,1.0
source_backed_alert,source_backed_alert-65,0.0,1.0
source_backed_alert,source_backed_alert-66,0.0,0.0
source_backed_alert,source_backed_alert-67,0.0,1.0
source_backed_alert,source_backed_alert-68,0.0,1.0
source_backed_alert,source_backed_alert-69,1.0,1.0
verbose_logging,verbose_logging-0,1.0,1.0
verbose_logging,verbose_logging-1,1.0,0.0
verbose_logging,verbose_logging-2,0.0,0.0
verbose_logging,verbose_logging-3,0.0,1.0
verbose_logging,verbose_logging-4,0.0,0.0
verbose_logging,verbose_logging-5,0.0,1.0
verbose_logging,verbose_logging-6,1.0,1.0
verbose_logging,verbose_logging-7,1.0,1.0
verbose_logging,verbose_logging-8,1.0,0.0
verbose_logging,verbose_logging-9,0.0,0.0
verbose_logging,verbose_logging-10,1.0,0.0
verbose_logging,verbose_logging-11,0.0,1.0
verbose_logging,verbose_logging-12,0.0,0.0
verbose_logging,verbose_logging-13,1.0,0.0
verbose_logging,verbose_logging-14,1.0,1.0
verbose_logging,verbose_logging-15,0.0,0.0
verbose_logging,verbose_logging-16,1.0,1.0
verbose_logging,verbose_logging-17,1.0,1.0
verbose_logging,verbose_logging-18,1.0,1.0
verbose_logging,verbose_logging-19,0.0,1.0
verbose_logging,verbose_logging-20,0.0,1.0
verbose_logging,verbose_logging-21,1.0,1.0
verbose_logging,verbose_logging-22,0.0,1.0
verbose_logging,verbose_logging-23,1.0,0.0
verbose_logging,verbose_logging-24,0.0,0.0
verbose_logging,verbose_logging-25,1.0,1.0
verbose_logging,verbose_logging-26,1.0,0.0
verbose_logging,verbose_logging-27,1.0,1.0
verbose_logging,verbose_logging-28,1.0,0.0
verbose_logging,verbose_logging-29,0.0,1.0
verbose_logging,verbose_logging-30,1.0,0.0
verbose_logging,verbose_logging-31,0.0,0.0
verbose_logging,verbose_logging-32,1.0,1.0
verbose_logging,verbose_logging-33,0.0,1.0
verbose_logging,verbose_logging-34,1.0,0.0
verbose_logging,verbose_logging-35,0.0,0.0
verbose_logging,verbose_logging-36,1.0,0.0
verbose_logging,verbose_logging-37,1.0,0.0
verbose_logging,verbose_logging-38,1.0,1.0
verbose_logging,verbose_logging-39,0.0,0.0
verbose_logging,verbose_logging-40,1.0,1.0
verbose_logging,verbose_logging-41,1.0,1.0
verbose_logging,verbose_logging-42,1.0,1.0
verbose_logging,verbose_logging-43,1.0,1.0
verbose_logging,verbose_logging-44,1.0,1.0
verbose_logging,verbose_logging-45,0.0,1.0
verbose_logging,verbose_logging-46,1.0,1.0
verbose_logging,verbose_logging-47,1.0,1.0
verbose_logging,verbose_logging-48,1.0,1.0
verbose_logging,verbose_logging-49,0.0,0.0
verbose_logging,verbose_logging-50,1.0,1.0
verbose_logging,verbose_logging-51,0.0,1.0
verbose_logging,verbose_logging-52,0.0,1.0
verbose_logging,verbose_logging-53,1.0,0.0
verbose_logging,verbose_logging-54,1.0,1.0
verbose_logging,verbose_logging-55,0.0,0.0
verbose_logging,verbose_logging-56,1.0,0.0
verbose_logging,verbose_logging-57,0.0,0.0
verbose_logging,verbose_logging-58,1.0,1.0
verbose_logging,verbose_logging-59,1.0,1.0
verbose_logging,verbose_logging-60,1.0,0.0
verbose_logging,verbose_logging-61,1.0,1.0
verbose_logging,verbose_logging-62,1.0,0.0
verbose_logging,verbose_logging-63,0.0,0.0
verbose_logging,verbose_logging-64,1.0,1.0
verbose_logging,verbose_logging-65,1.0,1.0
verbose_logging,verbose_logging-66,1.0,1.0
verbose_logging,verbose_logging-67,1.0,0.0
verbose_logging,verbose_logging-68,0.0,1.0
verbose_logging,verbose_logging-69,1.0,0.0
aggressive_autoclose,aggressive_autoclose-0,1.0,0.0
aggressive_autoclose,aggressive_autoclose-1,1.0,0.0
aggressive_autoclose,aggressive_autoclose-2,1.0,0.0
aggressive_autoclose,aggressive_autoclose-3,1.0,0.0
aggressive_autoclose,aggressive_autoclose-4,1.0,1.0
aggressive_autoclose,aggressive_autoclose-5,1.0,0.0
aggressive_autoclose,aggressive_autoclose-6,1.0,1.0
aggressive_autoclose,aggressive_autoclose-7,1.0,1.0
aggressive_autoclose,aggressive_autoclose-8,0.0,0.0
aggressive_autoclose,aggressive_autoclose-9,0.0,0.0
aggressive_autoclose,aggressive_autoclose-10,0.0,0.0
aggressive_autoclose,aggressive_autoclose-11,1.0,1.0
aggressive_autoclose,aggressive_autoclose-12,0.0,1.0
aggressive_autoclose,aggressive_autoclose-13,0.0,0.0
aggressive_autoclose,aggressive_autoclose-14,1.0,0.0
aggressive_autoclose,aggressive_autoclose-15,0.0,0.0
aggressive_autoclose,aggressive_autoclose-16,0.0,0.0
aggressive_autoclose,aggressive_autoclose-17,1.0,0.0
aggressive_autoclose,aggressive_autoclose-18,1.0,0.0
aggressive_autoclose,aggressive_autoclose-19,0.0,0.0
aggressive_autoclose,aggressive_autoclose-20,0.0,0.0
aggressive_autoclose,aggressive_autoclose-21,0.0,0.0
aggressive_autoclose,aggressive_autoclose-22,1.0,1.0
aggressive_autoclose,aggressive_autoclose-23,1.0,0.0
aggressive_autoclose,aggressive_autoclose-24,1.0,0.0
aggressive_autoclose,aggressive_autoclose-25,0.0,0.0
aggressive_autoclose,aggressive_autoclose-26,0.0,0.0
aggressive_autoclose,aggressive_autoclose-27,1.0,1.0
aggressive_autoclose,aggressive_autoclose-28,0.0,0.0
aggressive_autoclose,aggressive_autoclose-29,1.0,0.0
aggressive_autoclose,aggressive_autoclose-30,0.0,1.0
aggressive_autoclose,aggressive_autoclose-31,0.0,1.0
aggressive_autoclose,aggressive_autoclose-32,1.0,1.0
aggressive_autoclose,aggressive_autoclose-33,0.0,1.0
aggressive_autoclose,aggressive_autoclose-34,0.0,0.0
aggressive_autoclose,aggressive_autoclose-35,1.0,0.0
aggressive_autoclose,aggressive_autoclose-36,1.0,0.0
aggressive_autoclose,aggressive_autoclose-37,0.0,0.0
aggressive_autoclose,aggressive_autoclose-38,0.0,1.0
aggressive_autoclose,aggressive_autoclose-39,1.0,1.0
aggressive_autoclose,aggressive_autoclose-40,0.0,1.0
aggressive_autoclose,aggressive_autoclose-41,0.0,1.0
aggressive_autoclose,aggressive_autoclose-42,1.0,1.0
aggressive_autoclose,aggressive_autoclose-43,0.0,0.0
aggressive_autoclose,aggressive_autoclose-44,0.0,1.0
aggressive_autoclose,aggressive_autoclose-45,1.0,0.0
aggressive_autoclose,aggressive_autoclose-46,1.0,1.0
aggressive_autoclose,aggressive_autoclose-47,0.0,1.0
aggressive_autoclose,aggressive_autoclose-48,0.0,0.0
aggressive_autoclose,aggressive_autoclose-49,1.0,0.0
aggressive_autoclose,aggressive_autoclose-50,0.0,0.0
aggressive_autoclose,aggressive_autoclose-51,1.0,1.0
aggressive_autoclose,aggressive_autoclose-52,1.0,0.0
aggressive_autoclose,aggressive_autoclose-53,1.0,0.0
aggressive_autoclose,aggressive_autoclose-54,1.0,0.0
aggressive_autoclose,aggressive_autoclose-55,0.0,1.0
aggressive_autoclose,aggressive_autoclose-56,0.0,0.0
aggressive_autoclose,aggressive_autoclose-57,0.0,0.0
aggressive_autoclose,aggressive_autoclose-58,1.0,0.0
aggressive_autoclose,aggressive_autoclose-59,1.0,1.0
aggressive_autoclose,aggressive_autoclose-60,1.0,0.0
aggressive_autoclose,aggressive_autoclose-61,1.0,1.0
aggressive_autoclose,aggressive_autoclose-62,1.0,1.0
aggressive_autoclose,aggressive_autoclose-63,1.0,0.0
aggressive_autoclose,aggressive_autoclose-64,1.0,0.0
aggressive_autoclose,aggressive_autoclose-65,0.0,1.0
aggressive_autoclose,aggressive_autoclose-66,0.0,0.0
aggressive_autoclose,aggressive_autoclose-67,0.0,1.0
aggressive_autoclose,aggressive_autoclose-68,1.0,0.0
aggressive_autoclose,aggressive_autoclose-69,0.0,0.0
